/"OreDict Key","ItemStacks"
"listAllmeatraw","[harvestcraft:grubitem@0 - 'Bee Grub' - <no NBT>]; [harvestcraft:rawtofeakitem@0 - 'Raw Tofeak' - <no NBT>]; [harvestcraft:rawtofaconitem@0 - 'Raw Tofacon' - <no NBT>]; [harvestcraft:rawtofuttonitem@0 - 'Raw Tofutton' - <no NBT>]; [harvestcraft:rawtofickenitem@0 - 'Raw Toficken' - <no NBT>]; [harvestcraft:rawtofabbititem@0 - 'Raw Tofabbit' - <no NBT>]; [harvestcraft:rawtofurkeyitem@0 - 'Raw Tofurkey' - <no NBT>]; [harvestcraft:rawtofenisonitem@0 - 'Raw Tofenison' - <no NBT>]; [harvestcraft:rawtofuduckitem@0 - 'Raw Tofuduck' - <no NBT>]; [harvestcraft:groundbeefitem@0 - 'Ground Beef' - <no NBT>]; [harvestcraft:groundchickenitem@0 - 'Ground Chicken' - <no NBT>]; [harvestcraft:groundduckitem@0 - 'Ground Duck' - <no NBT>]; [harvestcraft:groundfishitem@0 - 'Ground Fish' - <no NBT>]; [harvestcraft:groundmuttonitem@0 - 'Ground Mutton' - <no NBT>]; [harvestcraft:groundporkitem@0 - 'Ground Pork' - <no NBT>]; [harvestcraft:groundrabbititem@0 - 'Ground Rabbit' - <no NBT>]; [harvestcraft:groundturkeyitem@0 - 'Ground Turkey' - <no NBT>]; [harvestcraft:groundvenisonitem@0 - 'Ground Venison' - <no NBT>]; [minecraft:beef@0 - 'Raw Beef' - <no NBT>]; [minecraft:chicken@0 - 'Raw Chicken' - <no NBT>]; [minecraft:porkchop@0 - 'Raw Porkchop' - <no NBT>]; [minecraft:mutton@0 - 'Raw Mutton' - <no NBT>]; [harvestcraft:turkeyrawitem@0 - 'Raw Turkey' - <no NBT>]; [minecraft:rabbit@0 - 'Raw Rabbit' - <no NBT>]; [harvestcraft:venisonrawitem@0 - 'Raw Venison' - <no NBT>]; [harvestcraft:duckrawitem@0 - 'Raw Duck' - <no NBT>]; [betteranimalsplus:venisonraw@0 - 'Raw Venison' - <no NBT>]; [betteranimalsplus:turkey_raw@0 - 'Raw Turkey' - <no NBT>]; [betteranimalsplus:turkey_leg_raw@0 - 'Raw Turkey Leg' - <no NBT>]; [betteranimalsplus:pheasantraw@0 - 'Raw Pheasant' - <no NBT>]; [duckcraft:rawduckitem@0 - 'Raw Duck' - <no NBT>]"
"listAllmilk","[birdsfoods:bottle_of_milk@0 - 'Bottle of Milk' - <no NBT>]; [minecraft:milk_bucket@0 - 'Milk' - <no NBT>]; [harvestcraft:soymilkitem@0 - 'Soy Milk' - <no NBT>]; [harvestcraft:freshmilkitem@0 - 'Fresh Milk' - <no NBT>]"
"listAllmushroom","[minecraft:red_mushroom@0 - 'Mushroom' - <no NBT>]; [minecraft:brown_mushroom@0 - 'Mushroom' - <no NBT>]; [harvestcraft:whitemushroomitem@0 - 'White Mushroom' - <no NBT>]"
"listAllmuttoncooked","[harvestcraft:cookedtofuttonitem@0 - 'Cooked Tofutton' - <no NBT>]; [minecraft:cooked_mutton@0 - 'Cooked Mutton' - <no NBT>]"
"listAllmuttonraw","[harvestcraft:rawtofuttonitem@0 - 'Raw Tofutton' - <no NBT>]; [minecraft:mutton@0 - 'Raw Mutton' - <no NBT>]; [harvestcraft:groundmuttonitem@0 - 'Ground Mutton' - <no NBT>]"
"listAllnut","[harvestcraft:peanutitem@0 - 'Peanut' - <no NBT>]; [harvestcraft:walnutitem@0 - 'Walnut' - <no NBT>]; [harvestcraft:almonditem@0 - 'Almond' - <no NBT>]; [harvestcraft:cashewitem@0 - 'Cashew' - <no NBT>]; [harvestcraft:chestnutitem@0 - 'Chestnut' - <no NBT>]; [harvestcraft:pecanitem@0 - 'Pecan' - <no NBT>]; [harvestcraft:pistachioitem@0 - 'Pistachio' - <no NBT>]"
"listAllnutbutter","[harvestcraft:peanutbutteritem@0 - 'Peanut Butter' - <no NBT>]; [harvestcraft:almondbutteritem@0 - 'Almond Butter' - <no NBT>]; [harvestcraft:cashewbutteritem@0 - 'Cashew Butter' - <no NBT>]; [harvestcraft:chestnutbutteritem@0 - 'Chestnut Butter' - <no NBT>]; [harvestcraft:pistachiobutteritem@0 - 'Pistachio Butter' - <no NBT>]"
"listAllpepper","[harvestcraft:bellpepperitem@0 - 'Bellpepper' - <no NBT>]; [harvestcraft:chilipepperitem@0 - 'Chili Pepper' - <no NBT>]"
"listAllporkcooked","[harvestcraft:cookedtofaconitem@0 - 'Cooked Tofacon' - <no NBT>]; [minecraft:cooked_porkchop@0 - 'Cooked Porkchop' - <no NBT>]; [harvestcraft:bbqjackfruititem@0 - 'BBQ Jackfruit' - <no NBT>]"
"listAllporkraw","[harvestcraft:rawtofaconitem@0 - 'Raw Tofacon' - <no NBT>]; [minecraft:porkchop@0 - 'Raw Porkchop' - <no NBT>]; [harvestcraft:groundporkitem@0 - 'Ground Pork' - <no NBT>]; [harvestcraft:bbqjackfruititem@0 - 'BBQ Jackfruit' - <no NBT>]"
"listAllrabbitcooked","[harvestcraft:cookedtofabbititem@0 - 'Cooked Tofabbit' - <no NBT>]; [minecraft:cooked_rabbit@0 - 'Cooked Rabbit' - <no NBT>]"
"listAllrabbitraw","[harvestcraft:rawtofabbititem@0 - 'Raw Tofabbit' - <no NBT>]; [minecraft:rabbit@0 - 'Raw Rabbit' - <no NBT>]; [harvestcraft:groundrabbititem@0 - 'Ground Rabbit' - <no NBT>]"
"listAllrootveggie","[harvestcraft:parsnipitem@0 - 'Parsnip' - <no NBT>]; [harvestcraft:radishitem@0 - 'Radish' - <no NBT>]; [harvestcraft:rutabagaitem@0 - 'Rutabaga' - <no NBT>]; [harvestcraft:sweetpotatoitem@0 - 'Sweet Potato' - <no NBT>]; [harvestcraft:turnipitem@0 - 'Turnip' - <no NBT>]"
"listAllseed","[birdsfoods:sunflower_seeds@0 - 'Sunflower Seeds' - <no NBT>]; [birdsfoods:roasted_pumpkin_seeds@0 - 'Roasted Pumpkin Seeds' - <no NBT>]; [minecraft:wheat_seeds@0 - 'Seeds' - <no NBT>]; [minecraft:beetroot_seeds@0 - 'Beetroot Seeds' - <no NBT>]; [minecraft:pumpkin_seeds@0 - 'Pumpkin Seeds' - <no NBT>]; [minecraft:melon_seeds@0 - 'Melon Seeds' - <no NBT>]; [harvestcraft:spinachseeditem@0 - 'Spinach Seed' - <no NBT>]; [harvestcraft:kiwiseeditem@0 - 'Kiwi Seed' - <no NBT>]; [harvestcraft:cabbageseeditem@0 - 'Cabbage Seed' - <no NBT>]; [harvestcraft:cornseeditem@0 - 'Corn Seed' - <no NBT>]; [harvestcraft:cucumberseeditem@0 - 'Cucumber Seed' - <no NBT>]; [harvestcraft:onionseeditem@0 - 'Onion Seed' - <no NBT>]; [harvestcraft:artichokeseeditem@0 - 'Artichoke Seed' - <no NBT>]; [harvestcraft:cottonseeditem@0 - 'Cotton Seed' - <no NBT>]; [harvestcraft:cactusfruitseeditem@0 - 'Cactus Fruit Seed' - <no NBT>]; [harvestcraft:elderberryseeditem@0 - 'Elderberry Seed' - <no NBT>]; [harvestcraft:spiceleafseeditem@0 - 'Spice Leaf Seed' - <no NBT>]; [harvestcraft:arrowrootseeditem@0 - 'Arrowroot Seed' - <no NBT>]; [harvestcraft:kohlrabiseeditem@0 - 'Kohlrabi Seed' - <no NBT>]; [harvestcraft:mustardseeditem@0 - 'Mustard Seed' - <no NBT>]; [harvestcraft:candleberryseeditem@0 - 'Candleberry Seed' - <no NBT>]; [harvestcraft:beetseeditem@0 - 'Beet Seed' - <no NBT>]; [harvestcraft:beanseeditem@0 - 'Bean Seed' - <no NBT>]; [harvestcraft:eggplantseeditem@0 - 'Eggplant Seed' - <no NBT>]; [harvestcraft:gigapickleseeditem@0 - 'Giga Pickle Seed' - <no NBT>]; [harvestcraft:raspberryseeditem@0 - 'Raspberry Seed' - <no NBT>]; [harvestcraft:blueberryseeditem@0 - 'Blueberry Seed' - <no NBT>]; [harvestcraft:chilipepperseeditem@0 - 'Chili Pepper Seed' - <no NBT>]; [harvestcraft:grapeseeditem@0 - 'Grape Seed' - <no NBT>]; [harvestcraft:mulberryseeditem@0 - 'Mulberry Seed' - <no NBT>]; [harvestcraft:lettuceseeditem@0 - 'Lettuce Seed' - <no NBT>]; [harvestcraft:tomatilloseeditem@0 - 'Tomatillo Seed' - <no NBT>]; [harvestcraft:curryleafseeditem@0 - 'Curry Leaf Seed' - <no NBT>]; [harvestcraft:quinoaseeditem@0 - 'Quinoa Seed' - <no NBT>]; [harvestcraft:milletseeditem@0 - 'Millet Seed' - <no NBT>]; [harvestcraft:rhubarbseeditem@0 - 'Rhubarb Seed' - <no NBT>]; [harvestcraft:gingerseeditem@0 - 'Ginger Seed' - <no NBT>]; [harvestcraft:asparagusseeditem@0 - 'Asparagus Seed' - <no NBT>]; [harvestcraft:cantaloupeseeditem@0 - 'Cantaloupe Seed' - <no NBT>]; [harvestcraft:wintersquashseeditem@0 - 'Winter Squash Seed' - <no NBT>]; [harvestcraft:rutabagaseeditem@0 - 'Rutabaga Seed' - <no NBT>]; [harvestcraft:brusselsproutseeditem@0 - 'Brussel Sprout Seed' - <no NBT>]; [harvestcraft:okraseeditem@0 - 'Okra Seed' - <no NBT>]; [harvestcraft:sesameseedsseeditem@0 - 'Sesame Seeds Seed' - <no NBT>]; [harvestcraft:cauliflowerseeditem@0 - 'Cauliflower Seed' - <no NBT>]; [harvestcraft:radishseeditem@0 - 'Radish Seed' - <no NBT>]; [harvestcraft:broccoliseeditem@0 - 'Broccoli Seed' - <no NBT>]; [harvestcraft:zucchiniseeditem@0 - 'Zucchini Seed' - <no NBT>]; [harvestcraft:tomatoseeditem@0 - 'Tomato Seed' - <no NBT>]; [harvestcraft:scallionseeditem@0 - 'Scallion Seed' - <no NBT>]; [harvestcraft:juteseeditem@0 - 'Jute Seed' - <no NBT>]; [harvestcraft:sisalseeditem@0 - 'Sisal Seed' - <no NBT>]; [harvestcraft:waterchestnutseeditem@0 - 'Water Chestnut Seed' - <no NBT>]; [harvestcraft:bambooshootseeditem@0 - 'Bamboo Shoot Seed' - <no NBT>]; [harvestcraft:flaxseeditem@0 - 'Flax Seed' - <no NBT>]; [harvestcraft:celeryseeditem@0 - 'Celery Seed' - <no NBT>]; [harvestcraft:peasseeditem@0 - 'Peas Seed' - <no NBT>]; [harvestcraft:cassavaseeditem@0 - 'Cassava Seed' - <no NBT>]; [harvestcraft:peanutseeditem@0 - 'Peanut Seed' - <no NBT>]; [harvestcraft:teaseeditem@0 - 'Tea Seed' - <no NBT>]; [harvestcraft:taroseeditem@0 - 'Taro Seed' - <no NBT>]; [harvestcraft:parsnipseeditem@0 - 'Parsnip Seed' - <no NBT>]; [harvestcraft:soybeanseeditem@0 - 'Soybean Seed' - <no NBT>]; [harvestcraft:garlicseeditem@0 - 'Garlic Seed' - <no NBT>]; [harvestcraft:coffeeseeditem@0 - 'Coffee Seed' - <no NBT>]; [harvestcraft:oatsseeditem@0 - 'Oats Seed' - <no NBT>]; [harvestcraft:jicamaseeditem@0 - 'Jicama Seed' - <no NBT>]; [harvestcraft:strawberryseeditem@0 - 'Strawberry Seed' - <no NBT>]; [harvestcraft:seaweedseeditem@0 - 'Seaweed Seed' - <no NBT>]; [harvestcraft:barleyseeditem@0 - 'Barley Seed' - <no NBT>]; [harvestcraft:kenafseeditem@0 - 'Kenaf Seed' - <no NBT>]; [harvestcraft:whitemushroomseeditem@0 - 'White Mushroom Spore' - <no NBT>]; [harvestcraft:riceseeditem@0 - 'Rice Seed' - <no NBT>]; [harvestcraft:lentilseeditem@0 - 'Lentil Seed' - <no NBT>]; [harvestcraft:sweetpotatoseeditem@0 - 'Sweet Potato Seed' - <no NBT>]; [harvestcraft:leekseeditem@0 - 'Leek Seed' - <no NBT>]; [harvestcraft:agaveseeditem@0 - 'Agave Seed' - <no NBT>]; [harvestcraft:amaranthseeditem@0 - 'Amaranth Seed' - <no NBT>]; [harvestcraft:chickpeaseeditem@0 - 'Chickpea Seed' - <no NBT>]; [harvestcraft:greengrapeseeditem@0 - 'Green Grape Seed' - <no NBT>]; [harvestcraft:pineappleseeditem@0 - 'Pineapple Seed' - <no NBT>]; [harvestcraft:blackberryseeditem@0 - 'Blackberry Seed' - <no NBT>]; [harvestcraft:huckleberryseeditem@0 - 'Huckleberry Seed' - <no NBT>]; [harvestcraft:juniperberryseeditem@0 - 'Juniperberry Seed' - <no NBT>]; [harvestcraft:cranberryseeditem@0 - 'Cranberry Seed' - <no NBT>]; [harvestcraft:bellpepperseeditem@0 - 'Bellpepper Seed' - <no NBT>]; [harvestcraft:turnipseeditem@0 - 'Turnip Seed' - <no NBT>]; [harvestcraft:kaleseeditem@0 - 'Kale Seed' - <no NBT>]; [harvestcraft:ryeseeditem@0 - 'Rye Seed' - <no NBT>]"
"listAllsmoothie","[harvestcraft:melonsmoothieitem@0 - 'Melon Smoothie' - <no NBT>]; [harvestcraft:strawberrysmoothieitem@0 - 'Strawberry Smoothie' - <no NBT>]; [harvestcraft:lemonsmoothieitem@0 - 'Lemon Smoothie' - <no NBT>]; [harvestcraft:blueberrysmoothieitem@0 - 'Blueberry Smoothie' - <no NBT>]; [harvestcraft:cherrysmoothieitem@0 - 'Cherry Smoothie' - <no NBT>]; [harvestcraft:papayasmoothieitem@0 - 'Papaya Smoothie' - <no NBT>]; [harvestcraft:starfruitsmoothieitem@0 - 'Starfruit Smoothie' - <no NBT>]; [harvestcraft:bananasmoothieitem@0 - 'Banana Smoothie' - <no NBT>]; [harvestcraft:orangesmoothieitem@0 - 'Orange Smoothie' - <no NBT>]; [harvestcraft:peachsmoothieitem@0 - 'Peach Smoothie' - <no NBT>]; [harvestcraft:limesmoothieitem@0 - 'Lime Smoothie' - <no NBT>]; [harvestcraft:mangosmoothieitem@0 - 'Mango Smoothie' - <no NBT>]; [harvestcraft:pomegranatesmoothieitem@0 - 'Pomegranate Smoothie' - <no NBT>]; [harvestcraft:blackberrysmoothieitem@0 - 'Blackberry Smoothie' - <no NBT>]; [harvestcraft:raspberrysmoothieitem@0 - 'Raspberry Smoothie' - <no NBT>]; [harvestcraft:kiwismoothieitem@0 - 'Kiwi Smoothie' - <no NBT>]; [harvestcraft:apricotsmoothieitem@0 - 'Apricot Smoothie' - <no NBT>]; [harvestcraft:figsmoothieitem@0 - 'Fig Smoothie' - <no NBT>]; [harvestcraft:grapefruitsmoothieitem@0 - 'Grapefruit Smoothie' - <no NBT>]; [harvestcraft:persimmonsmoothieitem@0 - 'Persimmon Smoothie' - <no NBT>]; [harvestcraft:gooseberrysmoothieitem@0 - 'Gooseberry Smoothie' - <no NBT>]; [harvestcraft:applesmoothieitem@0 - 'Apple Smoothie' - <no NBT>]; [harvestcraft:coconutsmoothieitem@0 - 'Coconut Smoothie' - <no NBT>]; [harvestcraft:cranberrysmoothieitem@0 - 'Cranberry Smoothie' - <no NBT>]; [harvestcraft:grapesmoothieitem@0 - 'Grape Smoothie' - <no NBT>]; [harvestcraft:pearsmoothieitem@0 - 'Pear Smoothie' - <no NBT>]; [harvestcraft:plumsmoothieitem@0 - 'Plum Smoothie' - <no NBT>]"
"listAllsoda","[harvestcraft:cherrysodaitem@0 - 'Cherry Soda' - <no NBT>]; [harvestcraft:colasodaitem@0 - 'Cola Soda' - <no NBT>]; [harvestcraft:gingersodaitem@0 - 'Ginger Ale' - <no NBT>]; [harvestcraft:grapesodaitem@0 - 'Grape Soda' - <no NBT>]; [harvestcraft:lemonlimesodaitem@0 - 'Lemon-Lime Soda' - <no NBT>]; [harvestcraft:orangesodaitem@0 - 'Orange Soda' - <no NBT>]; [harvestcraft:rootbeersodaitem@0 - 'Root Beer' - <no NBT>]; [harvestcraft:strawberrysodaitem@0 - 'Strawberry Soda' - <no NBT>]; [harvestcraft:grapefruitsodaitem@0 - 'Grapefruit Soda' - <no NBT>]"
"listAllspice","[harvestcraft:gingeritem@0 - 'Ginger' - <no NBT>]; [harvestcraft:spiceleafitem@0 - 'Spice Leaf' - <no NBT>]; [harvestcraft:mustardseedsitem@0 - 'Mustard Seeds' - <no NBT>]; [harvestcraft:currypowderitem@0 - 'Curry Powder' - <no NBT>]"
"listAllsugar","[minecraft:sugar@0 - 'Sugar' - <no NBT>]; [harvestcraft:honeyitem@0 - 'Honey' - <no NBT>]"
"listAlltofu","[harvestcraft:cookedtofeakitem@0 - 'Cooked Tofeak' - <no NBT>]; [harvestcraft:cookedtofaconitem@0 - 'Cooked Tofacon' - <no NBT>]; [harvestcraft:cookedtofuttonitem@0 - 'Cooked Tofutton' - <no NBT>]; [harvestcraft:cookedtofickenitem@0 - 'Cooked Toficken' - <no NBT>]; [harvestcraft:cookedtofabbititem@0 - 'Cooked Tofabbit' - <no NBT>]; [harvestcraft:cookedtofurkeyitem@0 - 'Cooked Tofurkey' - <no NBT>]; [harvestcraft:cookedtofenisonitem@0 - 'Cooked Tofenison' - <no NBT>]; [harvestcraft:cookedtofuduckitem@0 - 'Cooked Tofuduck' - <no NBT>]"
"listAllturkeycooked","[harvestcraft:cookedtofurkeyitem@0 - 'Cooked Tofurkey' - <no NBT>]; [harvestcraft:turkeycookeditem@0 - 'Cooked Turkey' - <no NBT>]"
"listAllturkeyraw","[harvestcraft:rawtofurkeyitem@0 - 'Raw Tofurkey' - <no NBT>]; [harvestcraft:turkeyrawitem@0 - 'Raw Turkey' - <no NBT>]; [harvestcraft:groundturkeyitem@0 - 'Ground Turkey' - <no NBT>]"
"listAllveggie","[birdsfoods:cooked_carrot@0 - 'Cooked Carrot' - <no NBT>]; [minecraft:baked_potato@0 - 'Baked Potato' - <no NBT>]; [minecraft:potato@0 - 'Potato' - <no NBT>]; [minecraft:carrot@0 - 'Carrot' - <no NBT>]; [minecraft:beetroot@0 - 'Beetroot' - <no NBT>]; [minecraft:red_mushroom@0 - 'Mushroom' - <no NBT>]; [minecraft:brown_mushroom@0 - 'Mushroom' - <no NBT>]; [birdsfoods:roast_beets@0 - 'Roast Beets' - <no NBT>]; [birdsfoods:sliced_beets@0 - 'Sliced Beets' - <no NBT>]; [birdsfoods:grilled_pumpkin@0 - 'Grilled Pumpkin' - <no NBT>]; [minecraft:pumpkin@0 - 'Pumpkin' - <no NBT>]; [harvestcraft:asparagusitem@0 - 'Asparagus' - <no NBT>]; [harvestcraft:beanitem@0 - 'Beans' - <no NBT>]; [harvestcraft:beetitem@0 - 'Beet' - <no NBT>]; [harvestcraft:broccoliitem@0 - 'Broccoli' - <no NBT>]; [harvestcraft:caulifloweritem@0 - 'Cauliflower' - <no NBT>]; [harvestcraft:celeryitem@0 - 'Celery' - <no NBT>]; [harvestcraft:leekitem@0 - 'Leek' - <no NBT>]; [harvestcraft:lettuceitem@0 - 'Lettuce' - <no NBT>]; [harvestcraft:onionitem@0 - 'Onion' - <no NBT>]; [harvestcraft:parsnipitem@0 - 'Parsnip' - <no NBT>]; [harvestcraft:radishitem@0 - 'Radish' - <no NBT>]; [harvestcraft:rutabagaitem@0 - 'Rutabaga' - <no NBT>]; [harvestcraft:scallionitem@0 - 'Scallion' - <no NBT>]; [harvestcraft:soybeanitem@0 - 'Soybean' - <no NBT>]; [harvestcraft:sweetpotatoitem@0 - 'Sweet Potato' - <no NBT>]; [harvestcraft:turnipitem@0 - 'Turnip' - <no NBT>]; [harvestcraft:whitemushroomitem@0 - 'White Mushroom' - <no NBT>]; [harvestcraft:artichokeitem@0 - 'Artichoke' - <no NBT>]; [harvestcraft:bellpepperitem@0 - 'Bellpepper' - <no NBT>]; [harvestcraft:brusselsproutitem@0 - 'Brussel Sprout' - <no NBT>]; [harvestcraft:cabbageitem@0 - 'Cabbage' - <no NBT>]; [harvestcraft:cornitem@0 - 'Corn' - <no NBT>]; [harvestcraft:cucumberitem@0 - 'Cucumber' - <no NBT>]; [harvestcraft:eggplantitem@0 - 'Eggplant' - <no NBT>]; [harvestcraft:okraitem@0 - 'Okra' - <no NBT>]; [harvestcraft:peasitem@0 - 'Peas' - <no NBT>]; [harvestcraft:rhubarbitem@0 - 'Rhubarb' - <no NBT>]; [harvestcraft:seaweeditem@0 - 'Seaweed' - <no NBT>]; [harvestcraft:tomatoitem@0 - 'Tomato' - <no NBT>]; [harvestcraft:wintersquashitem@0 - 'Winter Squash' - <no NBT>]; [harvestcraft:zucchiniitem@0 - 'Zucchini' - <no NBT>]; [harvestcraft:bambooshootitem@0 - 'Bamboo Shoot' - <no NBT>]; [harvestcraft:spinachitem@0 - 'Spinach' - <no NBT>]; [harvestcraft:waterchestnutitem@0 - 'Water Chestnut' - <no NBT>]; [harvestcraft:arrowrootitem@0 - 'Arrowroot' - <no NBT>]; [harvestcraft:cassavaitem@0 - 'Cassava' - <no NBT>]; [harvestcraft:chickpeaitem@0 - 'Chickpeas' - <no NBT>]; [harvestcraft:jicamaitem@0 - 'Jicama' - <no NBT>]; [harvestcraft:kohlrabiitem@0 - 'Kohlrabi' - <no NBT>]; [harvestcraft:lentilitem@0 - 'Lentils' - <no NBT>]; [harvestcraft:taroitem@0 - 'Taro' - <no NBT>]; [harvestcraft:tomatilloitem@0 - 'Tomatillo' - <no NBT>]; [harvestcraft:jackfruititem@0 - 'Jackfruit' - <no NBT>]; [harvestcraft:tamarinditem@0 - 'Tamarind' - <no NBT>]"
"listAllvenisoncooked","[harvestcraft:cookedtofenisonitem@0 - 'Cooked Tofenison' - <no NBT>]; [harvestcraft:venisoncookeditem@0 - 'Cooked Venison' - <no NBT>]; [betteranimalsplus:venisoncooked@0 - 'Cooked Venison' - <no NBT>]"
"listAllvenisonraw","[harvestcraft:rawtofenisonitem@0 - 'Raw Tofenison' - <no NBT>]; [harvestcraft:venisonrawitem@0 - 'Raw Venison' - <no NBT>]; [harvestcraft:groundvenisonitem@0 - 'Ground Venison' - <no NBT>]; [betteranimalsplus:venisonraw@0 - 'Raw Venison' - <no NBT>]"
"listAllwater","[minecraft:water_bucket@0 - 'Water Bucket' - <no NBT>]; [harvestcraft:freshwateritem@0 - 'Fresh Water' - <no NBT>]; [minecraft:potion@0 - 'Water Bottle' - {Potion:""minecraft:water""}]"
"listAllwheat",""
"listAllyogurt","[harvestcraft:appleyogurtitem@0 - 'Apple Yogurt' - <no NBT>]; [harvestcraft:melonyogurtitem@0 - 'Melon Yogurt' - <no NBT>]; [harvestcraft:vanillayogurtitem@0 - 'Vanilla Yogurt' - <no NBT>]; [harvestcraft:strawberryyogurtitem@0 - 'Strawberry Yogurt' - <no NBT>]; [harvestcraft:starfruityogurtitem@0 - 'Starfruit Yogurt' - <no NBT>]; [harvestcraft:raspberryyogurtitem@0 - 'Raspberry Yogurt' - <no NBT>]; [harvestcraft:pumpkinyogurtitem@0 - 'Pumpkin Yogurt' - <no NBT>]; [harvestcraft:pomegranateyogurtitem@0 - 'Pomegranate Yogurt' - <no NBT>]; [harvestcraft:plumyogurtitem@0 - 'Plum Yogurt' - <no NBT>]; [harvestcraft:pineappleyogurtitem@0 - 'Pineapple Yogurt' - <no NBT>]; [harvestcraft:pearyogurtitem@0 - 'Pear Yogurt' - <no NBT>]; [harvestcraft:persimmonyogurtitem@0 - 'Persimmon Yogurt' - <no NBT>]; [harvestcraft:peachyogurtitem@0 - 'Peach Yogurt' - <no NBT>]; [harvestcraft:papayayogurtitem@0 - 'Papaya Yogurt' - <no NBT>]; [harvestcraft:orangeyogurtitem@0 - 'Orange Yogurt' - <no NBT>]; [harvestcraft:mangoyogurtitem@0 - 'Mango Yogurt' - <no NBT>]; [harvestcraft:limeyogurtitem@0 - 'Lime Yogurt' - <no NBT>]; [harvestcraft:lemonyogurtitem@0 - 'Lemon Yogurt' - <no NBT>]; [harvestcraft:kiwiyogurtitem@0 - 'Kiwi Yogurt' - <no NBT>]; [harvestcraft:grapeyogurtitem@0 - 'Grape Yogurt' - <no NBT>]; [harvestcraft:grapefruityogurtitem@0 - 'Grapefruit Yogurt' - <no NBT>]; [harvestcraft:gooseberryyogurtitem@0 - 'Gooseberry Yogurt' - <no NBT>]; [harvestcraft:figyogurtitem@0 - 'Fig Yogurt' - <no NBT>]; [harvestcraft:cranberryyogurtitem@0 - 'Cranberry Yogurt' - <no NBT>]; [harvestcraft:coconutyogurtitem@0 - 'Coconut Yogurt' - <no NBT>]; [harvestcraft:chocolateyogurtitem@0 - 'Chocolate Yogurt' - <no NBT>]; [harvestcraft:cherryyogurtitem@0 - 'Cherry Yogurt' - <no NBT>]; [harvestcraft:blueberryyogurtitem@0 - 'Blueberry Yogurt' - <no NBT>]; [harvestcraft:blackberryyogurtitem@0 - 'Blackberry Yogurt' - <no NBT>]; [harvestcraft:bananayogurtitem@0 - 'Banana Yogurt' - <no NBT>]; [harvestcraft:apricotyogurtitem@0 - 'Apricot Yogurt' - <no NBT>]"
"logWood","[minecraft:log@32767 - '(WILDCARD)' - <no NBT>]; [minecraft:log2@32767 - '(WILDCARD)' - <no NBT>]; [betternether:stalagnate_stem@0 - 'Stalagnate' - <no NBT>]; [biomesoplenty:log_0@4 - 'Sacred Oak Wood' - <no NBT>]; [biomesoplenty:log_0@5 - 'Cherry Wood' - <no NBT>]; [biomesoplenty:log_0@6 - 'Umbran Wood' - <no NBT>]; [biomesoplenty:log_0@7 - 'Fir Wood' - <no NBT>]; [biomesoplenty:log_1@4 - 'Ethereal Wood' - <no NBT>]; [biomesoplenty:log_1@5 - 'Magic Wood' - <no NBT>]; [biomesoplenty:log_1@6 - 'Mangrove Wood' - <no NBT>]; [biomesoplenty:log_1@7 - 'Palm Wood' - <no NBT>]; [biomesoplenty:log_2@4 - 'Redwood Wood' - <no NBT>]; [biomesoplenty:log_2@5 - 'Willow Wood' - <no NBT>]; [biomesoplenty:log_2@6 - 'Pine Wood' - <no NBT>]; [biomesoplenty:log_2@7 - 'Hellbark Wood' - <no NBT>]; [biomesoplenty:log_3@4 - 'Jacaranda Wood' - <no NBT>]; [biomesoplenty:log_3@5 - 'Mahogany Wood' - <no NBT>]; [biomesoplenty:log_3@6 - 'Ebony Wood' - <no NBT>]; [biomesoplenty:log_3@7 - 'Eucalyptus Wood' - <no NBT>]; [biomesoplenty:log_4@4 - 'Giant Flower Stem' - <no NBT>]; [biomesoplenty:log_4@5 - 'Dead Wood' - <no NBT>]; [extrautils2:ironwood_log@32767 - '(WILDCARD)' - <no NBT>]; [advancedrocketry:alienwood@0 - 'Lightwood Wood' - <no NBT>]; [harvestcraft:pammaple@0 - 'Maple Wood' - <no NBT>]; [harvestcraft:pampaperbark@0 - 'Paperbark Wood' - <no NBT>]; [harvestcraft:pamcinnamon@0 - 'Cinnamon Wood' - <no NBT>]; [pvj:log_willow@0 - 'Willow Wood' - <no NBT>]; [pvj:log_mangrove@0 - 'Mangrove Wood' - <no NBT>]; [pvj:log_palm@0 - 'Palm Wood' - <no NBT>]; [pvj:log_redwood@0 - 'Redwood Wood' - <no NBT>]; [pvj:log_fir@0 - 'Fir Wood' - <no NBT>]; [pvj:log_pine@0 - 'Pine Wood' - <no NBT>]; [pvj:log_aspen@0 - 'Aspen Wood' - <no NBT>]; [pvj:log_maple@0 - 'Maple Wood' - <no NBT>]; [pvj:log_baobab@0 - 'Baobab Wood' - <no NBT>]; [pvj:log_cottonwood@0 - 'Cottonwood Wood' - <no NBT>]; [pvj:log_juniper@0 - 'Juniper Wood' - <no NBT>]; [pvj:log_cherry_blossom@0 - 'Cherry Blossom Wood' - <no NBT>]; [pvj:log_jacaranda@0 - 'Jacaranda Wood' - <no NBT>]"
"longStickAcacia","[contenttweaker:material_part@852 - 'Long Acacia Stick' - <no NBT>]"
"longStickBirch","[contenttweaker:material_part@843 - 'Long Birch Stick' - <no NBT>]"
"longStickDarkOak","[contenttweaker:material_part@855 - 'Long Dark Oak Stick' - <no NBT>]"
